2004-03-21,19:06:29.175673,21.8798,44.9121,0.92
2004-02-28,01:06:46.6252,18.1264,39.9929,655.04
2004-02-28,01:07:16.105166,18.1264,40.0268,655.04
2004-02-28,01:07:46.539046,18.1068,40.0607,655.04
2004-02-28,01:08:16.570817,18.0872,40.0607,655.04
2004-02-28,01:08:46.882524,18.0774,40.1622,655.04
2004-02-28,01:09:16.613413,18.0676,40.1622,655.04
2004-02-28,01:09:46.850838,18.0676,40.1622,655.04
2004-02-28,01:10:46.101133,18.0676,40.1622,655.04
2004-02-28,01:11:16.072098,18.0676,40.1961,655.04
2004-02-28,01:11:46.112022,18.0578,40.1622,655.04
2004-02-28,01:12:16.570563,18.0578,40.1622,655.04
2004-02-28,01:12:46.323585,18.048,40.1622,655.04
2004-02-28,01:13:16.839833,18.0676,40.1622,655.04
2004-02-28,01:13:46.130958,18.0676,40.1284,655.04
2004-02-28,01:14:16.094057,18.0578,40.1622,655.04
2004-02-28,01:14:46.060466,18.0578,40.1622,655.04
2004-02-28,01:15:16.557422,18.048,40.1622,655.04
2004-02-28,01:15:46.819913,18.0284,40.1961,655.04
2004-02-28,01:17:45.944425,18.0186,40.2299,655.04
2004-02-28,01:18:46.077131,18.0284,40.2299,655.04
2004-02-28,01:19:16.218271,18.0186,40.2638,655.04
2004-02-28,01:19:46.457265,18.0186,40.2976,655.04
2004-02-28,01:20:16.209388,18.0186,40.2976,655.04
2004-02-28,01:21:16.661708,18.0088,40.1961,655.04
2004-02-28,01:21:46.749346,18.0088,40.3314,655.04
2004-02-28,01:22:16.496848,18.0186,40.1961,655.04
2004-02-28,01:23:16.222538,18.0088,40.2299,655.04
2004-02-28,01:23:46.592768,17.9892,40.1961,655.04
2004-02-28,01:24:16.536038,17.9892,40.2299,655.04
2004-02-28,01:24:46.217719,17.9892,40.2299,655.04
2004-02-28,01:25:16.606441,17.9892,40.2638,655.04
2004-02-28,01:25:46.216107,17.9892,40.2638,655.04
2004-02-28,01:26:15.972502,17.9794,40.2976,655.04
2004-02-28,01:26:45.975171,17.9794,40.2299,655.04
2004-02-28,01:27:15.980435,17.9794,40.2638,655.04
2004-02-28,01:27:46.474463,17.9696,40.2638,655.04
2004-02-28,01:28:16.482202,17.9696,40.2299,655.04
2004-02-28,01:28:46.24979,17.9696,40.2976,655.04
